"","nN_GRM","fileID","lang4","lang5"
"1134","de_financiering_van","fv600331","NAT_Dut","NAT_Vl"
"1135","de_financiering_van","EN_NL_292","Eng_Dut","Eng_Dut"
"1136","de_financiering_van","fv600682","NAT_Dut","NAT_Vl"
"1137","de_financiering_van","fv600644","NAT_Dut","NAT_Vl"
"1138","de_gevolgen_van","fv600693","NAT_Dut","NAT_Vl"
"1139","de_gevolgen_van","NL_071","Fra_Dut","Fra_Dut"
"1140","de_gevolgen_van","NL_049","Fra_Dut","Fra_Dut"
"1141","de_gevolgen_van","fv600015","NAT_Dut","NAT_Vl"
"1142","de_gevolgen_van","NL_030","Fra_Dut","Fra_Dut"
"1143","de_gevolgen_van","FR_NL_259","Fra_Dut","Fra_Dut"
"1144","de_gevolgen_van","fv600672","NAT_Dut","NAT_Vl"
"1145","de_gevolgen_van","fv600702","NAT_Dut","NAT_Vl"
"1146","de_gevolgen_van","fn000226","NAT_Dut","NAT_Nl"
"1147","de_gevolgen_van","NL_FR_202","MEP_Dut","MEP_Dut"
"1148","de_gevolgen_van","EN_NL_280","Eng_Dut","Eng_Dut"
"1149","de_gevolgen_van","NL_049","Fra_Dut","Fra_Dut"
"1150","de_gevolgen_van","FR_NL_259","Fra_Dut","Fra_Dut"
"1151","de_gevolgen_van","EN_NL_280","Eng_Dut","Eng_Dut"
"1152","de_gevolgen_van","FR_NL_247","Fra_Dut","Fra_Dut"
"1153","de_gevolgen_van","fn000192","NAT_Dut","NAT_Nl"
"1154","de_gevolgen_van","FR_NL_264","Fra_Dut","Fra_Dut"
"1155","de_huidige_situatie","fn000162","NAT_Dut","NAT_Nl"
"1156","de_huidige_situatie","NL_or_228","MEP_Dut","MEP_Dut"
"1157","de_huidige_situatie","fn000157","NAT_Dut","NAT_Nl"
"1158","de_huidige_situatie","FR_NL_248","Fra_Dut","Fra_Dut"
"1159","de_huidige_situatie","fn000198","NAT_Dut","NAT_Nl"
"1160","de_huidige_situatie","NL_083","Fra_Dut","Fra_Dut"
"1161","de_huidige_situatie","NL_or_228","MEP_Dut","MEP_Dut"
"1162","de_huidige_situatie","NL_or_230","MEP_Dut","MEP_Dut"
"1163","de_huidige_situatie","fv600683","NAT_Dut","NAT_Vl"
"1164","de_huidige_situatie","FR_NL_256","Fra_Dut","Fra_Dut"
"1165","de_mobiliteit_van","NL_080","Fra_Dut","Fra_Dut"
"1166","de_mobiliteit_van","NL_080","Fra_Dut","Fra_Dut"
"1167","de_mobiliteit_van","NL_080","Fra_Dut","Fra_Dut"
"1168","de_mobiliteit_van","NL_080","Fra_Dut","Fra_Dut"
"1169","de_mobiliteit_van","NL_108","Fra_Dut","Fra_Dut"
"1170","de_orde_van","fn000161","NAT_Dut","NAT_Nl"
"1171","de_orde_van","fn000148","NAT_Dut","NAT_Nl"
"1172","de_orde_van","fn000231","NAT_Dut","NAT_Nl"
"1173","de_orde_van","fn000166","NAT_Dut","NAT_Nl"
"1174","de_orde_van","fn000226","NAT_Dut","NAT_Nl"
"1175","de_orde_van","fn000229","NAT_Dut","NAT_Nl"
"1176","de_orde_van","fn000165","NAT_Dut","NAT_Nl"
"1177","de_orde_van","fn000164","NAT_Dut","NAT_Nl"
"1178","de_orde_van","fn000226","NAT_Dut","NAT_Nl"
"1179","de_orde_van","fn000166","NAT_Dut","NAT_Nl"
"1180","de_orde_van","fn000145","NAT_Dut","NAT_Nl"
"1181","de_orde_van","fn000163","NAT_Dut","NAT_Nl"
"1182","de_orde_van","fn000229","NAT_Dut","NAT_Nl"
"1183","de_orde_van","fn000170","NAT_Dut","NAT_Nl"
"1184","de_orde_van","fn000217","NAT_Dut","NAT_Nl"
"1185","de_orde_van","fn000171","NAT_Dut","NAT_Nl"
"1186","de_orde_van","fn000160","NAT_Dut","NAT_Nl"
"1187","de_orde_van","fn000162","NAT_Dut","NAT_Nl"
"1188","de_orde_van","fn000174","NAT_Dut","NAT_Nl"
"1189","de_orde_van","fn000226","NAT_Dut","NAT_Nl"
"1190","de_orde_van","fn000216","NAT_Dut","NAT_Nl"
"1191","de_orde_van","fn000166","NAT_Dut","NAT_Nl"
"1192","de_orde_van","fn000232","NAT_Dut","NAT_Nl"
"1193","de_orde_van","fn000232","NAT_Dut","NAT_Nl"
"1194","de_orde_van","fn000166","NAT_Dut","NAT_Nl"
"1195","de_orde_van","fn000144","NAT_Dut","NAT_Nl"
"1196","de_orde_van","fn000161","NAT_Dut","NAT_Nl"
"1197","de_orde_van","fn000143","NAT_Dut","NAT_Nl"
"1198","de_orde_van","fn000232","NAT_Dut","NAT_Nl"
"1199","de_orde_van","fn000167","NAT_Dut","NAT_Nl"
"1200","de_orde_van","fv600017","NAT_Dut","NAT_Vl"
"1201","de_orde_van","fn000164","NAT_Dut","NAT_Nl"
"1202","de_orde_van","fn000174","NAT_Dut","NAT_Nl"
"1203","de_orde_van","fn000166","NAT_Dut","NAT_Nl"
"1204","de_orde_van","fn000226","NAT_Dut","NAT_Nl"
"1205","de_orde_van","fn000161","NAT_Dut","NAT_Nl"
"1206","de_orde_van","fn000148","NAT_Dut","NAT_Nl"
"1207","de_orde_van","fn000166","NAT_Dut","NAT_Nl"
"1208","de_rechten_van","NL_080","Fra_Dut","Fra_Dut"
"1209","de_rechten_van","fn000194","NAT_Dut","NAT_Nl"
"1210","de_rechten_van","NL_062","Fra_Dut","Fra_Dut"
"1211","de_rechten_van","fv600703","NAT_Dut","NAT_Vl"
"1212","de_rechten_van","fn000191","NAT_Dut","NAT_Nl"
"1213","de_rechten_van","FR_NL_253","Fra_Dut","Fra_Dut"
"1214","de_rechten_van","fn000194","NAT_Dut","NAT_Nl"
"1215","de_rechten_van","FR_NL_253","Fra_Dut","Fra_Dut"
"1216","de_rechten_van","fv600583","NAT_Dut","NAT_Vl"
"1217","de_rechten_van","fn000191","NAT_Dut","NAT_Nl"
"1218","de_rechten_van","NL_054","Fra_Dut","Fra_Dut"
"1219","de_rechten_van","fn000194","NAT_Dut","NAT_Nl"
"1220","de_rechten_van","NL_FR_210","MEP_Dut","MEP_Dut"
"1221","de_rechten_van","NL_EN_239","MEP_Dut","MEP_Dut"
"1222","de_rechten_van","NL_FR_208","MEP_Dut","MEP_Dut"
"1223","de_rechten_van","NL_062","Fra_Dut","Fra_Dut"
"1224","de_rechten_van","fn000156","NAT_Dut","NAT_Nl"
"1225","de_rechten_van","fv600702","NAT_Dut","NAT_Vl"
"1226","de_rechten_van","NL_002","Fra_Dut","Fra_Dut"
"1227","de_rechten_van","fn000194","NAT_Dut","NAT_Nl"
"1228","de_rechten_van","NL_062","Fra_Dut","Fra_Dut"
"1229","de_rechten_van","fn000191","NAT_Dut","NAT_Nl"
"1230","de_rol_van","fv600712","NAT_Dut","NAT_Vl"
"1231","de_rol_van","fv600710","NAT_Dut","NAT_Vl"
"1232","de_rol_van","EN_NL_275","Eng_Dut","Eng_Dut"
"1233","de_rol_van","NL_083","Fra_Dut","Fra_Dut"
"1234","de_rol_van","NL_EN_222","MEP_Dut","MEP_Dut"
"1235","de_rol_van","NL_EN_222","MEP_Dut","MEP_Dut"
"1236","de_rol_van","fv600693","NAT_Dut","NAT_Vl"
"1237","de_rol_van","NL_009","Fra_Dut","Fra_Dut"
"1238","de_rol_van","fn000171","NAT_Dut","NAT_Nl"
"1239","de_rol_van","NL_042","Fra_Dut","Fra_Dut"
"1240","de_rol_van","fn000141","NAT_Dut","NAT_Nl"
"1241","de_rol_van","fv600714","NAT_Dut","NAT_Vl"
"1242","de_rol_van","fv600653","NAT_Dut","NAT_Vl"
"1243","de_rol_van","NL_or_216","MEP_Dut","MEP_Dut"
"1244","de_rol_van","NL_031","Fra_Dut","Fra_Dut"
"1245","de_rol_van","fn000145","NAT_Dut","NAT_Nl"
"1246","de_rol_van","fn000170","NAT_Dut","NAT_Nl"
"1247","de_rol_van","fn000170","NAT_Dut","NAT_Nl"
"1248","de_rol_van","EN_NL_290","Eng_Dut","Eng_Dut"
"1249","de_rol_van","fn000145","NAT_Dut","NAT_Nl"
"1250","de_rol_van","NL_or_232","MEP_Dut","MEP_Dut"
"1251","de_rol_van","EN_NL_295","Eng_Dut","Eng_Dut"
"1252","de_rol_van","NL_029","Fra_Dut","Fra_Dut"
"1253","de_rol_van","NL_015","Fra_Dut","Fra_Dut"
"1254","de_rol_van","FR_NL_246","Fra_Dut","Fra_Dut"
"1255","de_rol_van","fn000246","NAT_Dut","NAT_Nl"
"1256","de_rol_van","fv600660","NAT_Dut","NAT_Vl"
"1257","de_rol_van","NL_or_232","MEP_Dut","MEP_Dut"
"1258","de_rol_van","fv600714","NAT_Dut","NAT_Vl"
"1259","de_rol_van","fv600658","NAT_Dut","NAT_Vl"
"1260","de_rol_van","fn000221","NAT_Dut","NAT_Nl"
"1261","de_rol_van","fv600714","NAT_Dut","NAT_Vl"
"1262","de_rol_van","fv600653","NAT_Dut","NAT_Vl"
"1263","de_rol_van","fv600702","NAT_Dut","NAT_Vl"
"1264","de_strategie_van","NL_043","Fra_Dut","Fra_Dut"
"1265","de_strategie_van","NL_016","Fra_Dut","Fra_Dut"
"1266","de_strategie_van","NL_042","Fra_Dut","Fra_Dut"
"1267","de_strategie_van","NL_026","Fra_Dut","Fra_Dut"
"1268","de_strategie_van","NL_012","Fra_Dut","Fra_Dut"
"1269","de_strategie_van","NL_016","Fra_Dut","Fra_Dut"
"1270","de_strategie_van","FR_NL_269","Fra_Dut","Fra_Dut"
"1271","de_veiligheid_in","NL_029","Fra_Dut","Fra_Dut"
"1272","de_veiligheid_in","NL_029","Fra_Dut","Fra_Dut"
"1273","de_veiligheid_in","NL_029","Fra_Dut","Fra_Dut"
"1274","de_veiligheid_in","NL_029","Fra_Dut","Fra_Dut"
"1275","de_veiligheid_in","NL_029","Fra_Dut","Fra_Dut"
"1276","de_veiligheid_op","NL_029","Fra_Dut","Fra_Dut"
"1277","de_veiligheid_op","NL_029","Fra_Dut","Fra_Dut"
"1278","de_veiligheid_op","NL_030","Fra_Dut","Fra_Dut"
"1279","de_veiligheid_op","NL_029","Fra_Dut","Fra_Dut"
"1280","de_veiligheid_op","NL_029","Fra_Dut","Fra_Dut"
"1281","de_veiligheid_op","NL_029","Fra_Dut","Fra_Dut"
"1282","de_veiligheid_op","NL_029","Fra_Dut","Fra_Dut"
"1283","de_veiligheid_op","NL_030","Fra_Dut","Fra_Dut"
"1284","de_veiligheid_op","NL_EN_219","MEP_Dut","MEP_Dut"
"1285","de_veiligheid_op","NL_030","Fra_Dut","Fra_Dut"
"1286","de_veiligheid_op","NL_029","Fra_Dut","Fra_Dut"
"1287","de_verbetering_van","fn000174","NAT_Dut","NAT_Nl"
"1288","de_verbetering_van","NL_029","Fra_Dut","Fra_Dut"
"1289","de_verbetering_van","NL_029","Fra_Dut","Fra_Dut"
"1290","de_verbetering_van","fv601209","NAT_Dut","NAT_Vl"
"1291","de_verbetering_van","NL_090","Fra_Dut","Fra_Dut"
"1292","de_verbetering_van","fn000148","NAT_Dut","NAT_Nl"
"1293","de_verbetering_van","NL_016","Fra_Dut","Fra_Dut"
"1294","de_verenigde_staten","NL_FR_210","MEP_Dut","MEP_Dut"
"1295","de_verenigde_staten","NL_FR_210","MEP_Dut","MEP_Dut"
"1296","de_verenigde_staten","NL_FR_206","MEP_Dut","MEP_Dut"
"1297","de_verenigde_staten","NL_FR_210","MEP_Dut","MEP_Dut"
"1298","de_verenigde_staten","fv600680","NAT_Dut","NAT_Vl"
"1299","de_verenigde_staten","EN_NL_290","Eng_Dut","Eng_Dut"
"1300","de_verenigde_staten","NL_FR_210","MEP_Dut","MEP_Dut"
"1301","de_verenigde_staten","fn000195","NAT_Dut","NAT_Nl"
"1302","de_verenigde_staten","fn000218","NAT_Dut","NAT_Nl"
"1303","de_verenigde_staten","NL_EN_242","MEP_Dut","MEP_Dut"
"1304","de_verenigde_staten","NL_FR_209","MEP_Dut","MEP_Dut"
"1305","de_verenigde_staten","fn000208","NAT_Dut","NAT_Nl"
"1306","de_verenigde_staten","NL_FR_210","MEP_Dut","MEP_Dut"
"1307","de_verenigde_staten","NL_FR_206","MEP_Dut","MEP_Dut"
"1308","de_verenigde_staten","FR_NL_259","Fra_Dut","Fra_Dut"
"1309","de_verenigde_staten","fn000217","NAT_Dut","NAT_Nl"
"1310","de_verenigde_staten","NL_053","Fra_Dut","Fra_Dut"
"1311","de_verenigde_staten","fn000195","NAT_Dut","NAT_Nl"
"1312","de_verenigde_staten","NL_or_240","MEP_Dut","MEP_Dut"
"1313","de_verenigde_staten","FR_NL_250","Fra_Dut","Fra_Dut"
"1314","de_verenigde_staten","NL_032","Fra_Dut","Fra_Dut"
"1315","de_verenigde_staten","NL_033","Fra_Dut","Fra_Dut"
"1316","de_verenigde_staten","fn000195","NAT_Dut","NAT_Nl"
"1317","de_verenigde_staten","fn000195","NAT_Dut","NAT_Nl"
"1318","de_verenigde_staten","FR_NL_259","Fra_Dut","Fra_Dut"
"1319","de_verenigde_staten","fv600694","NAT_Dut","NAT_Vl"
"1320","de_verenigde_staten","NL_EN_218","MEP_Dut","MEP_Dut"
"1321","de_vraag_is","fv600713","NAT_Dut","NAT_Vl"
"1322","de_vraag_is","fv600707","NAT_Dut","NAT_Vl"
"1323","de_vraag_is","fn000141","NAT_Dut","NAT_Nl"
"1324","de_vraag_is","fn000145","NAT_Dut","NAT_Nl"
"1325","de_vraag_is","fv601209","NAT_Dut","NAT_Vl"
"1326","de_vraag_is","fv600707","NAT_Dut","NAT_Vl"
"1327","de_vraag_is","NL_070","Fra_Dut","Fra_Dut"
"1328","de_vraag_is","fn000151","NAT_Dut","NAT_Nl"
"1329","de_vraag_is","fv600643","NAT_Dut","NAT_Vl"
"1330","de_vraag_is","fv600657","NAT_Dut","NAT_Vl"
"1331","de_vraag_is","fv601209","NAT_Dut","NAT_Vl"
"1332","de_vraag_is","fn000142","NAT_Dut","NAT_Nl"
"1333","de_vraag_is","fn000176","NAT_Dut","NAT_Nl"
"1334","de_vraag_is","fv600707","NAT_Dut","NAT_Vl"
"1335","de_vraag_is","fn000195","NAT_Dut","NAT_Nl"
"1336","de_vraag_is","fn000145","NAT_Dut","NAT_Nl"
"1337","de_vraag_is","fn000216","NAT_Dut","NAT_Nl"
"1338","de_vraag_is","fn000142","NAT_Dut","NAT_Nl"
"1339","de_vraag_is","fn000238","NAT_Dut","NAT_Nl"
"1340","de_vraag_is","fn000229","NAT_Dut","NAT_Nl"
"1341","de_vraag_is","fn000151","NAT_Dut","NAT_Nl"
"1342","de_vraag_is","fv600691","NAT_Dut","NAT_Vl"
"1343","de_vraag_is","fn000170","NAT_Dut","NAT_Nl"
"1344","de_vraag_is","fn000242","NAT_Dut","NAT_Nl"
"1345","de_vraag_is","fv601209","NAT_Dut","NAT_Vl"
"1346","de_vraag_is","fn000154","NAT_Dut","NAT_Nl"
"1347","de_vraag_is","fv600007","NAT_Dut","NAT_Vl"
"1348","de_vraag_is","fv600681","NAT_Dut","NAT_Vl"
"1349","de_vraag_is","fv601207","NAT_Dut","NAT_Vl"
"1350","de_vraag_is","fn000151","NAT_Dut","NAT_Nl"
"1351","de_vraag_is","fn000150","NAT_Dut","NAT_Nl"
"1352","de_vraag_is","fv600677","NAT_Dut","NAT_Vl"
"1353","de_vraag_is","fn000145","NAT_Dut","NAT_Nl"
"1354","de_vraag_is","fv600597","NAT_Dut","NAT_Vl"
"1355","de_vraag_is","fn000146","NAT_Dut","NAT_Nl"
"1356","de_vraag_is","fn000170","NAT_Dut","NAT_Nl"
"1357","de_vraag_is","fv600717","NAT_Dut","NAT_Vl"
"1358","de_vraag_is","fn000115","NAT_Dut","NAT_Nl"
"1359","de_vraag_is","fv600694","NAT_Dut","NAT_Vl"
"1360","de_vraag_is","fv600671","NAT_Dut","NAT_Vl"
"1361","de_vraag_is","fn000151","NAT_Dut","NAT_Nl"
"1362","de_vraag_is","EN_NL_290","Eng_Dut","Eng_Dut"
"1363","de_vraag_is","EN_NL_276","Eng_Dut","Eng_Dut"
"1364","de_vraag_is","fv600707","NAT_Dut","NAT_Vl"
"1365","de_vraag_is","fn000156","NAT_Dut","NAT_Nl"
"1366","de_vraag_is","fv600014","NAT_Dut","NAT_Vl"
"1367","de_vraag_is","fn000115","NAT_Dut","NAT_Nl"
"1368","de_vraag_is","fn000151","NAT_Dut","NAT_Nl"
"1369","de_vraag_is","NL_or_226","MEP_Dut","MEP_Dut"
"1370","de_vraag_is","fn000232","NAT_Dut","NAT_Nl"
"1371","de_vraag_is","fn000151","NAT_Dut","NAT_Nl"
"1372","de_vraag_is","fv600717","NAT_Dut","NAT_Vl"
"1373","de_vraag_is","fn000151","NAT_Dut","NAT_Nl"
"1374","de_vraag_is","fv600588","NAT_Dut","NAT_Vl"
"1375","de_vraag_is","fn000178","NAT_Dut","NAT_Nl"
"1376","de_vraag_is","fn000233","NAT_Dut","NAT_Nl"
"1377","de_vraag_is","fv600011","NAT_Dut","NAT_Vl"
"1378","de_vraag_is","fn000208","NAT_Dut","NAT_Nl"
"1379","de_vraag_is","fn000163","NAT_Dut","NAT_Nl"
"1380","de_vraag_is","fn000115","NAT_Dut","NAT_Nl"
"1381","de_vraag_is","fn000215","NAT_Dut","NAT_Nl"
"1382","de_vraag_is","fn000151","NAT_Dut","NAT_Nl"
"1383","de_vraag_is","fv600003","NAT_Dut","NAT_Vl"
"1384","de_vraag_is","fv600708","NAT_Dut","NAT_Vl"
"1385","de_wijze_waarop","fn000153","NAT_Dut","NAT_Nl"
"1386","de_wijze_waarop","fn000158","NAT_Dut","NAT_Nl"
"1387","de_wijze_waarop","fn000153","NAT_Dut","NAT_Nl"
"1388","de_wijze_waarop","fn000158","NAT_Dut","NAT_Nl"
"1389","de_wijze_waarop","fn000175","NAT_Dut","NAT_Nl"
"1390","de_wijze_waarop","fn000151","NAT_Dut","NAT_Nl"
"1391","de_wijze_waarop","EN_NL_277","Eng_Dut","Eng_Dut"
"1392","de_wijze_waarop","fn000153","NAT_Dut","NAT_Nl"
"1393","de_wijze_waarop","fn000141","NAT_Dut","NAT_Nl"
"1394","de_wijze_waarop","fn000143","NAT_Dut","NAT_Nl"
"1395","de_wijze_waarop","fn000153","NAT_Dut","NAT_Nl"
"1396","de_wijze_waarop","fn000175","NAT_Dut","NAT_Nl"
"1397","de_wijze_waarop","fn000177","NAT_Dut","NAT_Nl"
"1398","de_wijze_waarop","FR_NL_258","Fra_Dut","Fra_Dut"
"1399","de_wijze_waarop","fn000176","NAT_Dut","NAT_Nl"
"1400","de_wijze_waarop","fn000171","NAT_Dut","NAT_Nl"
"1401","de_wijze_waarop","fn000151","NAT_Dut","NAT_Nl"
"1402","de_wijze_waarop","fn000153","NAT_Dut","NAT_Nl"
"1403","de_wijze_waarop","fn000222","NAT_Dut","NAT_Nl"
"1404","de_wijze_waarop","fv600702","NAT_Dut","NAT_Vl"
"1405","de_wijze_waarop","fv600590","NAT_Dut","NAT_Vl"
"1406","de_wijze_waarop","fv600331","NAT_Dut","NAT_Vl"
"1407","de_wijze_waarop","fv600634","NAT_Dut","NAT_Vl"
"1408","de_wijze_waarop","fn000176","NAT_Dut","NAT_Nl"
"1409","de_wijze_waarop","fn000221","NAT_Dut","NAT_Nl"
"1410","de_wijze_waarop","fn000217","NAT_Dut","NAT_Nl"
"1411","de_wijze_waarop","NL_EN_234","MEP_Dut","MEP_Dut"
"1412","de_wijze_waarop","NL_089","Fra_Dut","Fra_Dut"
"1413","de_wijze_waarop","fn000161","NAT_Dut","NAT_Nl"
"1414","de_wijze_waarop","fn000149","NAT_Dut","NAT_Nl"
"1415","de_wijze_waarop","fv600676","NAT_Dut","NAT_Vl"
"1416","de_wijze_waarop","fv600702","NAT_Dut","NAT_Vl"
"1417","de_wijze_waarop","fv601211","NAT_Dut","NAT_Vl"
"1418","de_wijze_waarop","fv600702","NAT_Dut","NAT_Vl"
"1419","de_wijze_waarop","fn000229","NAT_Dut","NAT_Nl"
"1420","de_wijze_waarop","fv600652","NAT_Dut","NAT_Vl"
"1421","de_wijze_waarop","fn000218","NAT_Dut","NAT_Nl"
"1422","de_wijze_waarop","fn000195","NAT_Dut","NAT_Nl"
"1423","de_wijze_waarop","fn000175","NAT_Dut","NAT_Nl"
"1424","de_wijze_waarop","fn000151","NAT_Dut","NAT_Nl"
"1425","denk_ik_dat","fv600592","NAT_Dut","NAT_Vl"
"1426","denk_ik_dat","fv600020","NAT_Dut","NAT_Vl"
"1427","denk_ik_dat","fn000219","NAT_Dut","NAT_Nl"
"1428","denk_ik_dat","fn000176","NAT_Dut","NAT_Nl"
"1429","denk_ik_dat","fn000200","NAT_Dut","NAT_Nl"
"1430","denk_ik_dat","fn000168","NAT_Dut","NAT_Nl"
"1431","denk_ik_dat","fv600702","NAT_Dut","NAT_Vl"
"1432","denk_ik_dat","NL_EN_223","MEP_Dut","MEP_Dut"
"1433","denk_ik_dat","fv600591","NAT_Dut","NAT_Vl"
"1434","denk_ik_dat","fv601206","NAT_Dut","NAT_Vl"
"1435","denk_ik_dat","fn000238","NAT_Dut","NAT_Nl"
"1436","denk_ik_dat","NL_024","Fra_Dut","Fra_Dut"
"1437","denk_ik_dat","fv600009","NAT_Dut","NAT_Vl"
"1438","denk_ik_dat","NL_or_214","MEP_Dut","MEP_Dut"
"1439","denk_ik_dat","fn000232","NAT_Dut","NAT_Nl"
"1440","denk_ik_dat","NL_060","Fra_Dut","Fra_Dut"
"1441","denk_ik_dat","fv600009","NAT_Dut","NAT_Vl"
"1442","denk_ik_dat","fv601206","NAT_Dut","NAT_Vl"
"1443","denk_ik_dat","fv600642","NAT_Dut","NAT_Vl"
"1444","denk_ik_dat","fn000164","NAT_Dut","NAT_Nl"
"1445","denk_ik_dat","fn000215","NAT_Dut","NAT_Nl"
"1446","denk_ik_dat","fn000194","NAT_Dut","NAT_Nl"
"1447","denk_ik_dat","fn000204","NAT_Dut","NAT_Nl"
"1448","denk_ik_dat","fn000161","NAT_Dut","NAT_Nl"
"1449","denk_ik_dat","fn000230","NAT_Dut","NAT_Nl"
"1450","denk_ik_dat","fv600676","NAT_Dut","NAT_Vl"
"1451","denk_ik_dat","fn000204","NAT_Dut","NAT_Nl"
"1452","denk_ik_dat","fn000212","NAT_Dut","NAT_Nl"
"1453","denk_ik_dat","NL_or_214","MEP_Dut","MEP_Dut"
"1454","denk_ik_dat","FR_NL_263","Fra_Dut","Fra_Dut"
"1455","denk_ik_dat","fv600671","NAT_Dut","NAT_Vl"
"1456","denk_ik_dat","fv600590","NAT_Dut","NAT_Vl"
"1457","denk_ik_dat","fv601213","NAT_Dut","NAT_Vl"
"1458","denk_ik_dat","EN_NL_277","Eng_Dut","Eng_Dut"
"1459","denk_ik_dat","fn000150","NAT_Dut","NAT_Nl"
"1460","denk_ik_dat","fv600624","NAT_Dut","NAT_Vl"
"1461","denk_ik_dat","fv600598","NAT_Dut","NAT_Vl"
"1462","denk_ik_dat","fv600593","NAT_Dut","NAT_Vl"
"1463","denk_ik_dat","NL_or_240","MEP_Dut","MEP_Dut"
"1464","denk_ik_dat","fn000162","NAT_Dut","NAT_Nl"
"1465","denk_ik_dat","NL_015","Fra_Dut","Fra_Dut"
"1466","denk_ik_dat","fn000230","NAT_Dut","NAT_Nl"
"1467","denk_ik_dat","fv600702","NAT_Dut","NAT_Vl"
"1468","denk_ik_dat","fn000211","NAT_Dut","NAT_Nl"
"1469","denk_ik_dat","NL_or_240","MEP_Dut","MEP_Dut"
"1470","denk_ik_dat","NL_EN_219","MEP_Dut","MEP_Dut"
"1471","denk_ik_dat","fn000143","NAT_Dut","NAT_Nl"
"1472","denk_ik_dat","fn000198","NAT_Dut","NAT_Nl"
"1473","denk_ik_dat","fv600670","NAT_Dut","NAT_Vl"
"1474","denk_ik_dat","fn000152","NAT_Dut","NAT_Nl"
"1475","denk_ik_dat","fn000217","NAT_Dut","NAT_Nl"
"1476","denk_ik_dat","fn000211","NAT_Dut","NAT_Nl"
"1477","denk_ik_dat","fn000178","NAT_Dut","NAT_Nl"
"1478","denk_ik_dat","fn000163","NAT_Dut","NAT_Nl"
"1479","denk_ik_dat","fv600639","NAT_Dut","NAT_Vl"
"1480","denk_ik_dat","fn000142","NAT_Dut","NAT_Nl"
"1481","denk_ik_dat","fn000151","NAT_Dut","NAT_Nl"
"1482","denk_ik_dat","NL_015","Fra_Dut","Fra_Dut"
"1483","denk_ik_dat","fv601206","NAT_Dut","NAT_Vl"
"1484","denk_ik_dat","fv600700","NAT_Dut","NAT_Vl"
"1485","denk_ik_dat","fv600678","NAT_Dut","NAT_Vl"
"1486","denk_ik_dat","fv600009","NAT_Dut","NAT_Vl"
"1487","denk_ik_dat","fv600596","NAT_Dut","NAT_Vl"
"1488","denk_ik_dat","fn000192","NAT_Dut","NAT_Nl"
"1489","denk_ik_dat","fv600680","NAT_Dut","NAT_Vl"
"1490","denk_ik_dat","fv600015","NAT_Dut","NAT_Vl"
"1491","denk_ik_dat","fn000151","NAT_Dut","NAT_Nl"
"1492","denk_ik_dat","fn000208","NAT_Dut","NAT_Nl"
"1493","denk_ik_dat","fn000236","NAT_Dut","NAT_Nl"
"1494","denk_ik_dat","NL_091","Fra_Dut","Fra_Dut"
"1495","denk_ik_dat","fn000197","NAT_Dut","NAT_Nl"
"1496","dus_we_moeten","NL_014","Fra_Dut","Fra_Dut"
"1497","dus_we_moeten","FR_NL_252","Fra_Dut","Fra_Dut"
"1498","dus_we_moeten","EN_NL_278","Eng_Dut","Eng_Dut"
"1499","dus_we_moeten","NL_FR_203","MEP_Dut","MEP_Dut"
"1500","dus_we_moeten","NL_072","Fra_Dut","Fra_Dut"
"1501","dus_we_moeten","NL_061","Fra_Dut","Fra_Dut"
"1502","dus_we_moeten","NL_015","Fra_Dut","Fra_Dut"
"1503","dus_we_moeten","NL_039","Fra_Dut","Fra_Dut"
"1504","dus_we_moeten","fn000195","NAT_Dut","NAT_Nl"
"1505","dus_we_moeten","fn000153","NAT_Dut","NAT_Nl"
"1506","een_van_de","fv600641","NAT_Dut","NAT_Vl"
"1507","een_van_de","fv600014","NAT_Dut","NAT_Vl"
"1508","een_van_de","fv600332","NAT_Dut","NAT_Vl"
"1509","een_van_de","fv600652","NAT_Dut","NAT_Vl"
"1510","een_van_de","fn000158","NAT_Dut","NAT_Nl"
"1511","een_van_de","fv600013","NAT_Dut","NAT_Vl"
"1512","een_van_de","fn000161","NAT_Dut","NAT_Nl"
"1513","een_van_de","NL_EN_241","MEP_Dut","MEP_Dut"
"1514","een_van_de","fv600643","NAT_Dut","NAT_Vl"
"1515","een_van_de","fn000216","NAT_Dut","NAT_Nl"
"1516","een_van_de","NL_or_214","MEP_Dut","MEP_Dut"
"1517","een_van_de","fv600690","NAT_Dut","NAT_Vl"
"1518","een_van_de","fn000198","NAT_Dut","NAT_Nl"
"1519","een_van_de","fv600710","NAT_Dut","NAT_Vl"
"1520","een_van_de","fn000154","NAT_Dut","NAT_Nl"
"1521","een_van_de","fv600687","NAT_Dut","NAT_Vl"
"1522","een_van_de","fv600626","NAT_Dut","NAT_Vl"
"1523","een_van_de","fn000198","NAT_Dut","NAT_Nl"
"1524","een_van_de","NL_038","Fra_Dut","Fra_Dut"
"1525","een_van_de","fv600020","NAT_Dut","NAT_Vl"
"1526","een_van_de","fn000200","NAT_Dut","NAT_Nl"
"1527","een_van_de","fn000163","NAT_Dut","NAT_Nl"
"1528","een_van_de","fv600576","NAT_Dut","NAT_Vl"
"1529","een_van_de","fv600676","NAT_Dut","NAT_Vl"
"1530","een_van_de","fn000234","NAT_Dut","NAT_Nl"
"1531","een_van_de","fv601206","NAT_Dut","NAT_Vl"
"1532","een_van_de","fv600020","NAT_Dut","NAT_Vl"
"1533","een_van_de","fv600689","NAT_Dut","NAT_Vl"
